"product_name","sentiment","total_reviews"
"Dinine Craft Set of 4 Showpiece for Home Decor Handicraft Showpiece for Table office Decor Small Statue of 4 Baby Monk Buddha Handicraft Showpiece for Modern Interior Multi color Handicraft Showpiece Decorative Showpiece    4 cmPolyresin Multicolor","positive","189"
"Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown","negative","13"
"Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown","neutral","13"
"Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown","positive","64"
"Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown Yellow","negative","8"
"Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown Yellow","neutral","8"
"Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown Yellow","positive","74"
"DivineCrafts Om Swastik 2 Pocket penstand Wood Key Holder8 Hooks Multicolor","negative","13"
"DivineCrafts Om Swastik 2 Pocket penstand Wood Key Holder8 Hooks Multicolor","neutral","8"
"DivineCrafts Om Swastik 2 Pocket penstand Wood Key Holder8 Hooks Multicolor","positive","79"
"Divinext 1 week Pill Medicine Tablet Case box Storage 28 Days Pill Box??????(Multicolor)","negative","27"
"Divinext 1 week Pill Medicine Tablet Case box Storage 28 Days Pill Box??????(Multicolor)","neutral","9"
"Divinext 1 week Pill Medicine Tablet Case box Storage 28 Days Pill Box??????(Multicolor)","positive","64"
"DIXON Leather Skate Shoes with Carry Bag, Unisex Quad Roller Skates - Size 2??????????(Multicolor)","neutral","2"
"DIXON Leather Skate Shoes with Carry Bag, Unisex Quad Roller Skates - Size 2??????????(Multicolor)","positive","8"
"DIXON Leather Skate Shoes with Carry Bag, Unisex Quad Roller Skates - Size 7??????????(Multicolor)","negative","3"
"DIXON Leather Skate Shoes with Carry Bag, Unisex Quad Roller Skates - Size 7??????????(Multicolor)","neutral","2"
"DIXON Leather Skate Shoes with Carry Bag, Unisex Quad Roller Skates - Size 7??????????(Multicolor)","positive","15"
"DOJI 6 watt colorWarmWhitespot lightfocus lightwall light Track Lights Ceiling LampMulticolor","positive","10"
"DOMS Art Strokes Kit","negative","3"
"DOMS Art Strokes Kit","neutral","1"
"DOMS Art Strokes Kit","positive","96"
"DOMS Pencil Smart Kit","negative","33"
"DOMS Pencil Smart Kit","neutral","28"
"DOMS Pencil Smart Kit","positive","1900"
"Dr Ortho Knee Cap for Pain Relief, Sports, Gym, Exercise, Running for Men & Women Knee Support","negative","7"
"Dr Ortho Knee Cap for Pain Relief, Sports, Gym, Exercise, Running for Men & Women Knee Support","neutral","30"
"Dr Ortho Knee Cap for Pain Relief, Sports, Gym, Exercise, Running for Men & Women Knee Support","positive","163"
"DRAMIQ Beautiful Kapoor DaniAroma Diffuser Cum Night Lamp Electrical Camphor Diffuser Plastic Incense HolderWhite","negative","4"
"DRAMIQ Beautiful Kapoor DaniAroma Diffuser Cum Night Lamp Electrical Camphor Diffuser Plastic Incense HolderWhite","neutral","5"
"DRAMIQ Beautiful Kapoor DaniAroma Diffuser Cum Night Lamp Electrical Camphor Diffuser Plastic Incense HolderWhite","positive","79"
"DULCET DC-D9000X 220W Detachable Front Panel Universal Fit Single Din Mp3 Car Stereo with Dual USB Ports/Bluetooth/Hands Free Calling/FM/AUX Input/SD Card Slot & Remote Control DC-D9000X Car Stereo??????(Single Din)","negative","24"
"DULCET DC-D9000X 220W Detachable Front Panel Universal Fit Single Din Mp3 Car Stereo with Dual USB Ports/Bluetooth/Hands Free Calling/FM/AUX Input/SD Card Slot & Remote Control DC-D9000X Car Stereo??????(Single Din)","neutral","4"
"DULCET DC-D9000X 220W Detachable Front Panel Universal Fit Single Din Mp3 Car Stereo with Dual USB Ports/Bluetooth/Hands Free Calling/FM/AUX Input/SD Card Slot & Remote Control DC-D9000X Car Stereo??????(Single Din)","positive","72"
"DULCET DC-F200X 220W High Power Stereo Output Universal Fit Double Din Mp3 Car Stereo with Hands-Free Calling, Bluetooth, USB Input FM Radio, AUX Input, SD Card Slot, Remote Control, 7 Color LCD Display, ID3 Tag with EQ, Bass, Treble Balance & Fader Control DC-F200X Car Stereo??????(Double Din)","negative","38"
"DULCET DC-F200X 220W High Power Stereo Output Universal Fit Double Din Mp3 Car Stereo with Hands-Free Calling, Bluetooth, USB Input FM Radio, AUX Input, SD Card Slot, Remote Control, 7 Color LCD Display, ID3 Tag with EQ, Bass, Treble Balance & Fader Control DC-F200X Car Stereo??????(Double Din)","neutral","9"
"DULCET DC-F200X 220W High Power Stereo Output Universal Fit Double Din Mp3 Car Stereo with Hands-Free Calling, Bluetooth, USB Input FM Radio, AUX Input, SD Card Slot, Remote Control, 7 Color LCD Display, ID3 Tag with EQ, Bass, Treble Balance & Fader Control DC-F200X Car Stereo??????(Double Din)","positive","153"
"DV NOVAKING 1500 WATT IMMERSION ROD 1500 W Shock Proof Immersion Heater RodWATER","negative","1"
"DV NOVAKING 1500 WATT IMMERSION ROD 1500 W Shock Proof Immersion Heater RodWATER","neutral","1"
"DV NOVAKING 1500 WATT IMMERSION ROD 1500 W Shock Proof Immersion Heater RodWATER","positive","17"
"Ebee Engineered Wood Computer DeskModular Finish Color  Wenge DIYDoItYourself","negative","32"
"Ebee Engineered Wood Computer DeskModular Finish Color  Wenge DIYDoItYourself","neutral","10"
"Ebee Engineered Wood Computer DeskModular Finish Color  Wenge DIYDoItYourself","positive","114"
"EdenSoul USB Rechargeable Moon Lamp 5 Color Changing Sensor Touch Decoration Crystal Ball Night Lamp with Wooden Stand Moon Lamp Night Lamp20 cm White","negative","19"
"EdenSoul USB Rechargeable Moon Lamp 5 Color Changing Sensor Touch Decoration Crystal Ball Night Lamp with Wooden Stand Moon Lamp Night Lamp20 cm White","neutral","11"
"EdenSoul USB Rechargeable Moon Lamp 5 Color Changing Sensor Touch Decoration Crystal Ball Night Lamp with Wooden Stand Moon Lamp Night Lamp20 cm White","positive","83"
"Educart CBSE Class 10 Sample Papers 202223 Bundle  Science And Mathematics Standard 2 Books 2023 EdubookPaperback Educart  Sanjiv Sir","positive","16"
"Educart CBSE Class 10 Sample Papers 202223 Bundle  Science SST And Mathematics Standard 3 Books 2023 EdubookPaperback Educart  Sanjiv Sir","neutral","1"
"Educart CBSE Class 10 Sample Papers 202223 Bundle  Science SST And Mathematics Standard 3 Books 2023 EdubookPaperback Educart  Sanjiv Sir","positive","23"
"Educart Class 10 Sample Paper 2022 23 CBSE Maths  Science  SST  English 2023Paperback Educart  Sanjiv Sir","negative","4"
"Educart Class 10 Sample Paper 2022 23 CBSE Maths  Science  SST  English 2023Paperback Educart  Sanjiv Sir","neutral","1"
"Educart Class 10 Sample Paper 2022 23 CBSE Maths  Science  SST  English 2023Paperback Educart  Sanjiv Sir","positive","95"
"Electronic Spices Tweeter 1.5-inch 240 Watts Max Dome Tweeters with Mounting Kit Angle, BLACK, Surface Set of 2 Tweeter Car Speaker??????(240 W)","negative","78"
"Electronic Spices Tweeter 1.5-inch 240 Watts Max Dome Tweeters with Mounting Kit Angle, BLACK, Surface Set of 2 Tweeter Car Speaker??????(240 W)","neutral","11"
"Electronic Spices Tweeter 1.5-inch 240 Watts Max Dome Tweeters with Mounting Kit Angle, BLACK, Surface Set of 2 Tweeter Car Speaker??????(240 W)","positive","111"
"Elgi Ultra FASTGRIND Wet Grinder?ÐÒÐÒ?ÐÒÐÒ(Red, White)","negative","1"
"Elgi Ultra FASTGRIND Wet Grinder?ÐÒÐÒ?ÐÒÐÒ(Red, White)","positive","22"
"ELV Aluminium Adjustable And Foldable Dock Mobile Holder","negative","10"
"ELV Aluminium Adjustable And Foldable Dock Mobile Holder","neutral","7"
"ELV Aluminium Adjustable And Foldable Dock Mobile Holder","positive","53"
"ELV Portable Aluminium Mobile Stand Holder With Convenient Charging for Tablet and Smartphones Mobile Holder","negative","12"
"ELV Portable Aluminium Mobile Stand Holder With Convenient Charging for Tablet and Smartphones Mobile Holder","neutral","12"
"ELV Portable Aluminium Mobile Stand Holder With Convenient Charging for Tablet and Smartphones Mobile Holder","positive","96"
"Embroco Polyester Fibre Solid Cushion Pack of 5White","negative","28"
"Embroco Polyester Fibre Solid Cushion Pack of 5White","neutral","7"
"Embroco Polyester Fibre Solid Cushion Pack of 5White","positive","99"
"ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men)","negative","79"
"ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men)","neutral","26"
"ENVY Combo Perfume For Men 60ML + 60ML Eau de Parfum  -  120 ml??????(For Men)","positive","864"
"ERAWUD Engineered Wood TV Entertainment UnitFinish Color  Black DIYDoItYourself","negative","7"
"ERAWUD Engineered Wood TV Entertainment UnitFinish Color  Black DIYDoItYourself","neutral","1"
"ERAWUD Engineered Wood TV Entertainment UnitFinish Color  Black DIYDoItYourself","positive","51"
"ESET Total Security 10 User 1 YearCDDVD","negative","2"
"ESET Total Security 10 User 1 YearCDDVD","neutral","2"
"ESET Total Security 10 User 1 YearCDDVD","positive","6"
"ESET Total Security 30 User 1 YearCDDVD","negative","2"
"ESET Total Security 30 User 1 YearCDDVD","positive","8"
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)","negative","18"
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)","neutral","5"
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)","positive","81"
"etmax NANO BLACK 30 W Bluetooth Home TheatreÐÓ®ÐÂ ÐÓ®ÐÂ (Black, Stereo Channel)","negative","15"
"etmax NANO BLACK 30 W Bluetooth Home TheatreÐÓ®ÐÂ ÐÓ®ÐÂ (Black, Stereo Channel)","neutral","5"
"etmax NANO BLACK 30 W Bluetooth Home TheatreÐÓ®ÐÂ ÐÓ®ÐÂ (Black, Stereo Channel)","positive","80"
"EUREKA FORBES Trendy Zip Dry Vacuum Cleaner with Reusable Dust BagÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (Red & Black)","negative","99"
"EUREKA FORBES Trendy Zip Dry Vacuum Cleaner with Reusable Dust BagÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (Red & Black)","neutral","15"
"EUREKA FORBES Trendy Zip Dry Vacuum Cleaner with Reusable Dust BagÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (Red & Black)","positive","302"
"Eurodomo Hood Indigo PRO HC SC FL BK 60 Auto Clean Wall Mounted Chimney??????(Black 1200 CMH)","negative","42"
"Eurodomo Hood Indigo PRO HC SC FL BK 60 Auto Clean Wall Mounted Chimney??????(Black 1200 CMH)","neutral","26"
"Eurodomo Hood Indigo PRO HC SC FL BK 60 Auto Clean Wall Mounted Chimney??????(Black 1200 CMH)","positive","350"
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)","negative","58"
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)","neutral","10"
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)","positive","159"
"F8WARES 14inch Reusable Dishwashing Industrial Gardening Cleaning Rubber Hand Gloves Wet and Dry Glove??????(Large)","positive","15"
"Faber FFSD 6PR 12S Neo Black Free Standing 12 Place Settings Dishwasher","negative","1"
"Faber FFSD 6PR 12S Neo Black Free Standing 12 Place Settings Dishwasher","positive","9"
"Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","negative","2"
"Faber FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","positive","15"
"Faber FFSD 8PR 14S Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","neutral","1"
"Faber FFSD 8PR 14S Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","positive","9"
"Faber Hood Mercury Pro HC SC FL BK 60 Auto Clean Wall Mounted Chimney??????(Black 1200 CMH)","positive","20"
"Fashion Deck H Non-electric 2 L Hot Water Bag??????(Green)","negative","19"
"Fashion Deck H Non-electric 2 L Hot Water Bag??????(Green)","neutral","17"
"Fashion Deck H Non-electric 2 L Hot Water Bag??????(Green)","positive","162"
"Fashion Tree TW12 Steel Toe Genuine Leather Safety Shoe??????(Black, SB)","negative","78"
"Fashion Tree TW12 Steel Toe Genuine Leather Safety Shoe??????(Black, SB)","neutral","16"
"Fashion Tree TW12 Steel Toe Genuine Leather Safety Shoe??????(Black, SB)","positive","150"
"Fashion Tree TW12 Steel Toe Genuine Leather Safety Shoe??????????(Black, SB)","negative","158"
"Fashion Tree TW12 Steel Toe Genuine Leather Safety Shoe??????????(Black, SB)","neutral","30"
"Fashion Tree TW12 Steel Toe Genuine Leather Safety Shoe??????????(Black, SB)","positive","382"
"FAVOURITE MALL Multimedia Ampli Tube Guitar Interface Adaptor for iPhone/iPod/ipad (Black colour) irig??????(Black colour)","negative","1"
"FAVOURITE MALL Multimedia Ampli Tube Guitar Interface Adaptor for iPhone/iPod/ipad (Black colour) irig??????(Black colour)","neutral","1"
"FAVOURITE MALL Multimedia Ampli Tube Guitar Interface Adaptor for iPhone/iPod/ipad (Black colour) irig??????(Black colour)","positive","9"
"FITUP ????? iPhone And Type C Supported K8 Wireless Microphone Lapel Mic System for YouTube Facebook Live Stream TikTok Video Recording Vlog Plug & Play Lavalier Noise Reduction No APP & Bluetooth Needed Collar Mic??????(Black)","negative","7"
"FITUP ????? iPhone And Type C Supported K8 Wireless Microphone Lapel Mic System for YouTube Facebook Live Stream TikTok Video Recording Vlog Plug & Play Lavalier Noise Reduction No APP & Bluetooth Needed Collar Mic??????(Black)","neutral","1"
"FITUP ????? iPhone And Type C Supported K8 Wireless Microphone Lapel Mic System for YouTube Facebook Live Stream TikTok Video Recording Vlog Plug & Play Lavalier Noise Reduction No APP & Bluetooth Needed Collar Mic??????(Black)","positive","20"
"Flipkart Perfect Homes Dalton Engineered Wood Study TableFree Standing Finish Color  Dark Wenge Knock Down","negative","32"
"Flipkart Perfect Homes Dalton Engineered Wood Study TableFree Standing Finish Color  Dark Wenge Knock Down","neutral","6"
"Flipkart Perfect Homes Dalton Engineered Wood Study TableFree Standing Finish Color  Dark Wenge Knock Down","positive","162"
"Flipkart Perfect Homes Phonox Engineered Wood TV Entertainment UnitFinish Color  Wenge Knock Down","negative","15"
"Flipkart Perfect Homes Phonox Engineered Wood TV Entertainment UnitFinish Color  Wenge Knock Down","neutral","1"
"Flipkart Perfect Homes Phonox Engineered Wood TV Entertainment UnitFinish Color  Wenge Knock Down","positive","84"
"Flipkart Perfect Homes Sirena Engineered Wood TV Entertainment UnitFinish Color  Latin Walnut Knock Down","negative","13"
"Flipkart Perfect Homes Sirena Engineered Wood TV Entertainment UnitFinish Color  Latin Walnut Knock Down","neutral","3"
"Flipkart Perfect Homes Sirena Engineered Wood TV Entertainment UnitFinish Color  Latin Walnut Knock Down","positive","54"
"Flipkart Perfect Homes Studio Metal Open Book ShelfFinish Color  Black DIYDoItYourself","negative","28"
"Flipkart Perfect Homes Studio Metal Open Book ShelfFinish Color  Black DIYDoItYourself","neutral","2"
"Flipkart Perfect Homes Studio Metal Open Book ShelfFinish Color  Black DIYDoItYourself","positive","87"
"Flipkart Perfect Homes Webster TV Entertainment UnitFinish Color  Wenge Knock Down","negative","35"
"Flipkart Perfect Homes Webster TV Entertainment UnitFinish Color  Wenge Knock Down","neutral","1"
"Flipkart Perfect Homes Webster TV Entertainment UnitFinish Color  Wenge Knock Down","positive","164"
"Flipkart SmartBuy 10W Fast Charger , Compatible with Vivo,Oppo,Gionee,Xiomi,Redmi,realme,infinix,POCO,iphone,Samsung,Mi devices (MicroUSB - Cable Included)?ÐÒÐÒ?ÐÒÐÒ(Black, Cable Included)","negative","59"
"Flipkart SmartBuy 10W Fast Charger , Compatible with Vivo,Oppo,Gionee,Xiomi,Redmi,realme,infinix,POCO,iphone,Samsung,Mi devices (MicroUSB - Cable Included)?ÐÒÐÒ?ÐÒÐÒ(Black, Cable Included)","neutral","2"
"Flipkart SmartBuy 10W Fast Charger , Compatible with Vivo,Oppo,Gionee,Xiomi,Redmi,realme,infinix,POCO,iphone,Samsung,Mi devices (MicroUSB - Cable Included)?ÐÒÐÒ?ÐÒÐÒ(Black, Cable Included)","positive","139"
"Flipkart SmartBuy 360 Spin Blue Bucket Mop Set with single Microfiber Refill Mop Set","negative","4"
"Flipkart SmartBuy 360 Spin Blue Bucket Mop Set with single Microfiber Refill Mop Set","neutral","3"
"Flipkart SmartBuy 360 Spin Blue Bucket Mop Set with single Microfiber Refill Mop Set","positive","48"
"Flipkart SmartBuy 45 L Green White Blue Laundry BagNonWoven","negative","9"
"Flipkart SmartBuy 45 L Green White Blue Laundry BagNonWoven","neutral","6"
"Flipkart SmartBuy 45 L Green White Blue Laundry BagNonWoven","positive","48"
"Flipkart SmartBuy Blue Cotton Carpet136 cm  X 180 cm Rectangle","negative","11"
"Flipkart SmartBuy Blue Cotton Carpet136 cm  X 180 cm Rectangle","neutral","7"
"Flipkart SmartBuy Blue Cotton Carpet136 cm  X 180 cm Rectangle","positive","66"
"Flipkart SmartBuy Bucket Spin Mop Floor Cleaning and Mopping System2 Microfiber RefillsAqua BLUE Mop Bucket Mop Set","negative","20"
"Flipkart SmartBuy Bucket Spin Mop Floor Cleaning and Mopping System2 Microfiber RefillsAqua BLUE Mop Bucket Mop Set","neutral","12"
"Flipkart SmartBuy Bucket Spin Mop Floor Cleaning and Mopping System2 Microfiber RefillsAqua BLUE Mop Bucket Mop Set","positive","84"
"Flipkart SmartBuy CFXB15 Electric Rice Cooker??????(1.5 L, White)","negative","91"
"Flipkart SmartBuy CFXB15 Electric Rice Cooker??????(1.5 L, White)","neutral","47"
"Flipkart SmartBuy CFXB15 Electric Rice Cooker??????(1.5 L, White)","positive","541"
"Flipkart SmartBuy CFXB18 Electric Rice Cooker??????(1.8 L, White, Blue)","negative","118"
"Flipkart SmartBuy CFXB18 Electric Rice Cooker??????(1.8 L, White, Blue)","neutral","72"
"Flipkart SmartBuy CFXB18 Electric Rice Cooker??????(1.8 L, White, Blue)","positive","711"
"Flipkart SmartBuy ISI Mark ShockProof  WaterProof 1500 W Immersion Heater RodWater","negative","46"
"Flipkart SmartBuy ISI Mark ShockProof  WaterProof 1500 W Immersion Heater RodWater","neutral","27"
"Flipkart SmartBuy ISI Mark ShockProof  WaterProof 1500 W Immersion Heater RodWater","positive","405"
"Flipkart SmartBuy Leak Proof Pain Relief Non Electrical 2 L Hot Water Bag??????(Blue)","negative","22"
"Flipkart SmartBuy Leak Proof Pain Relief Non Electrical 2 L Hot Water Bag??????(Blue)","neutral","11"
"Flipkart SmartBuy Leak Proof Pain Relief Non Electrical 2 L Hot Water Bag??????(Blue)","positive","139"
"Flipkart SmartBuy Microfibre Stripes Cushion Pack of 5White","positive","10"
"Flipkart SmartBuy SLICK Multi Angle Mobile Stand. Phone Holder. Portable,Foldable Cell Phone Stand.Perfect for Bed,Office, Home,Gift and Desktop (White) Mobile Holder","neutral","1"
"Flipkart SmartBuy SLICK Multi Angle Mobile Stand. Phone Holder. Portable,Foldable Cell Phone Stand.Perfect for Bed,Office, Home,Gift and Desktop (White) Mobile Holder","positive","19"
"FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Blue DIYDoItYourself","negative","21"
"FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Blue DIYDoItYourself","neutral","12"
"FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Blue DIYDoItYourself","positive","263"
"FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself","negative","50"
"FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself","neutral","24"
"FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible WardrobeFinish Color  Pink DIYDoItYourself","positive","576"
"FLORICAN Height and Angle Adjustable Mobile Holder","negative","7"
"FLORICAN Height and Angle Adjustable Mobile Holder","neutral","4"
"FLORICAN Height and Angle Adjustable Mobile Holder","positive","189"
"FOZIA Fabric SofaFinish Color  Red Preassembled","negative","1"
"FOZIA Fabric SofaFinish Color  Red Preassembled","positive","9"
"Fresh Zone Polyester Door MatMulticolor Medium Pack of 5","negative","17"
"Fresh Zone Polyester Door MatMulticolor Medium Pack of 5","neutral","22"
"Fresh Zone Polyester Door MatMulticolor Medium Pack of 5","positive","161"
"FULL BLACK FANCY DIAL SPORT PU BELT WATCH  KING BRECELET PACK OF 3 Analog Watch   For Men","negative","33"
"FULL BLACK FANCY DIAL SPORT PU BELT WATCH  KING BRECELET PACK OF 3 Analog Watch   For Men","neutral","5"
"FULL BLACK FANCY DIAL SPORT PU BELT WATCH  KING BRECELET PACK OF 3 Analog Watch   For Men","positive","162"
"Fun and Flex Solid Jungle Theme Animal Face Foil Balloons Garland Arch Kit for Birthday Party jungle Theme Party Baby Shower for Kids Decorations BalloonMulticolor Pack of 90","negative","17"
"Fun and Flex Solid Jungle Theme Animal Face Foil Balloons Garland Arch Kit for Birthday Party jungle Theme Party Baby Shower for Kids Decorations BalloonMulticolor Pack of 90","neutral","5"
"Fun and Flex Solid Jungle Theme Animal Face Foil Balloons Garland Arch Kit for Birthday Party jungle Theme Party Baby Shower for Kids Decorations BalloonMulticolor Pack of 90","positive","74"
"Fundamentals Of Geography By Study IQPaperback StudyIQ Publications","negative","10"
"Fundamentals Of Geography By Study IQPaperback StudyIQ Publications","neutral","1"
"Fundamentals Of Geography By Study IQPaperback StudyIQ Publications","positive","89"
"furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself","negative","20"
"furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself","neutral","6"
"furlay Engineered Wood Study TableFree Standing Finish Color  Black Walnut Shelf DIYDoItYourself","positive","174"
"Furnifry Floating wall mounted tv standSet Top Box HolderTV Unit for living room Engineered Wood TV Entertainment UnitFinish Color  Black  White DIYDoItYourself","negative","5"
"Furnifry Floating wall mounted tv standSet Top Box HolderTV Unit for living room Engineered Wood TV Entertainment UnitFinish Color  Black  White DIYDoItYourself","positive","10"
"Furnifry Wooden TV Entertainment UnitWall Set Top Box Shelf StandTV Cabinet for Wall Engineered Wood TV Entertainment UnitFinish Color  White and Walnut DIYDoItYourself","negative","64"
"Furnifry Wooden TV Entertainment UnitWall Set Top Box Shelf StandTV Cabinet for Wall Engineered Wood TV Entertainment UnitFinish Color  White and Walnut DIYDoItYourself","neutral","9"
"Furnifry Wooden TV Entertainment UnitWall Set Top Box Shelf StandTV Cabinet for Wall Engineered Wood TV Entertainment UnitFinish Color  White and Walnut DIYDoItYourself","positive","241"
"Furnifry Wooden TV Entertainment UnitWall Set Top Box Shelf StandTV Unit Bedroom Engineered Wood TV Entertainment UnitFinish Color  Black and Walnut DIYDoItYourself","negative","70"
"Furnifry Wooden TV Entertainment UnitWall Set Top Box Shelf StandTV Unit Bedroom Engineered Wood TV Entertainment UnitFinish Color  Black and Walnut DIYDoItYourself","neutral","18"
"Furnifry Wooden TV Entertainment UnitWall Set Top Box Shelf StandTV Unit Bedroom Engineered Wood TV Entertainment UnitFinish Color  Black and Walnut DIYDoItYourself","positive","302"
"Furnifry Wooden Wall Mounted TV Entertainment UnitTV StandTV CabinetSetTop Box Stand Engineered Wood TV Entertainment UnitFinish Color  Grey and White DIYDoItYourself","negative","63"
"Furnifry Wooden Wall Mounted TV Entertainment UnitTV StandTV CabinetSetTop Box Stand Engineered Wood TV Entertainment UnitFinish Color  Grey and White DIYDoItYourself","neutral","10"
"Furnifry Wooden Wall Mounted TV Entertainment UnitTV StandTV CabinetSetTop Box Stand Engineered Wood TV Entertainment UnitFinish Color  Grey and White DIYDoItYourself","positive","227"
"Furnifry Wooden Wall Mounted TV StandTV Entertainment UnitTV Cabinet with Utility Shelves for SetTop Box  Decorative ObjectsSetTop Box StandIdeal for Up to 42 Accessories Included Engineered Wood TV Entertainment UnitFinish Color  Black and Brown DIYDoItYourself","negative","57"
"Furnifry Wooden Wall Mounted TV StandTV Entertainment UnitTV Cabinet with Utility Shelves for SetTop Box  Decorative ObjectsSetTop Box StandIdeal for Up to 42 Accessories Included Engineered Wood TV Entertainment UnitFinish Color  Black and Brown DIYDoItYourself","neutral","16"
"Furnifry Wooden Wall Mounted TV StandTV Entertainment UnitTV Cabinet with Utility Shelves for SetTop Box  Decorative ObjectsSetTop Box StandIdeal for Up to 42 Accessories Included Engineered Wood TV Entertainment UnitFinish Color  Black and Brown DIYDoItYourself","positive","227"
"Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor)","negative","72"
"Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor)","neutral","21"
"Futurekart Ear Plugs Soft Silica Gel Noise Ear Plug??????????(Multicolor)","positive","163"
"GaxQuly Multipurpose Vegetable Fruit Handy Chopper Machine with stainless steel blade Black Dori Pull Hand Master Chopper Manual Quick Onion Chopper for Kitchen 900ml 0 Juicer 1 Jar Black","negative","2"
"GaxQuly Multipurpose Vegetable Fruit Handy Chopper Machine with stainless steel blade Black Dori Pull Hand Master Chopper Manual Quick Onion Chopper for Kitchen 900ml 0 Juicer 1 Jar Black","positive","11"
"ghar ki khushiya 1 LEDs 013 m Multicolor Rice LightsPack of 1","negative","10"
"ghar ki khushiya 1 LEDs 013 m Multicolor Rice LightsPack of 1","neutral","8"
"ghar ki khushiya 1 LEDs 013 m Multicolor Rice LightsPack of 1","positive","82"
"GiftMax Smart Watch Magnetic Suction Charger For 2 Pin (Noise Colorfit Pro 2,3, Boat strom,Nexfit run) smart watch, 44mm Adapter Length 45 cm Compatible with USB  Charging Cable 0.45 m Magnetic Charging Cable (Compatible with Nextfit Run, Colorfit Pro 2,, Colorfit Pro 3, Boat strom, Black, One Cable) 0.45 m Magnetic Charging Cable (Compatible with Nextfit Run, Colorfit Pro 2,, Colorfit Pro 3, Black, One Cable) Charging Pad","negative","35"
"GiftMax Smart Watch Magnetic Suction Charger For 2 Pin (Noise Colorfit Pro 2,3, Boat strom,Nexfit run) smart watch, 44mm Adapter Length 45 cm Compatible with USB  Charging Cable 0.45 m Magnetic Charging Cable (Compatible with Nextfit Run, Colorfit Pro 2,, Colorfit Pro 3, Boat strom, Black, One Cable) 0.45 m Magnetic Charging Cable (Compatible with Nextfit Run, Colorfit Pro 2,, Colorfit Pro 3, Black, One Cable) Charging Pad","neutral","2"
"GiftMax Smart Watch Magnetic Suction Charger For 2 Pin (Noise Colorfit Pro 2,3, Boat strom,Nexfit run) smart watch, 44mm Adapter Length 45 cm Compatible with USB  Charging Cable 0.45 m Magnetic Charging Cable (Compatible with Nextfit Run, Colorfit Pro 2,, Colorfit Pro 3, Boat strom, Black, One Cable) 0.45 m Magnetic Charging Cable (Compatible with Nextfit Run, Colorfit Pro 2,, Colorfit Pro 3, Black, One Cable) Charging Pad","positive","55"
"Giftoshopee Wooden  Iron Rocking Chair Garden Rocking Chair Solid Wood 1 Seater Rocking ChairsFinish Color  BROWN DIYDoItYourself","negative","5"
